index	value	noise	anomCode
0	0.28085238	F	0
1	0.07231068	F	0
2	0.20758075	F	0
3	0.027460227	F	0
4	-0.022042476	F	0
5	-0.005362343	F	0
6	-0.23461242	F	0
7	-0.12662452	F	0
8	0.19706564	F	0
9	0.10683126	F	0
10	-0.25056157	F	0
11	-0.07067821	F	0
12	0.033018723	F	0
13	0.09292422	F	0
14	0.19770515	F	0
15	0.19858852	F	0
16	0.26631474	F	0
17	0.06983508	F	0
18	-0.23578262	F	0
19	-0.10531867	F	0
20	-0.21451387	F	0
21	0.03859795	F	0
22	-0.2410712	F	0
23	0.09706268	F	0
24	-0.15179434	F	0
25	-0.055943057	F	0
26	0.14580216	F	0
27	-0.13958982	F	0
28	-0.23287565	F	0
29	0.045387264	F	0
30	0.09400466	F	0
31	-0.23713982	F	0
32	0.091407046	F	0
33	-0.27929658	F	0
34	0.17144106	F	0
35	-0.116022654	F	0
36	0.20864189	F	0
37	-0.031336326	F	0
38	0.2329374	F	0
39	0.22721529	F	0
40	-0.08573841	F	0
41	0.12837787	F	0
42	0.08722494	F	0
43	0.24440521	F	0
44	0.086824514	F	0
45	-0.28392535	F	0
46	0.12745912	F	0
47	0.18133458	F	0
48	0.16746503	F	0
49	-0.22711785	F	0
50	-0.12065528	F	0
51	-0.15624978	F	0
52	0.07053351	F	0
53	-0.06727508	F	0
54	0.25902408	F	0
55	0.08214389	F	0
56	0.24990688	F	0
57	-0.24726167	F	0
58	0.23972158	F	0
59	-0.18854775	F	0
60	-0.28833768	F	0
61	-0.2992503	F	0
62	0.00172275	F	0
63	0.118325934	F	0
64	-0.2012334	F	0
65	-0.034725495	F	0
66	0.08460343	F	0
67	0.16389632	F	0
68	-0.2228544	F	0
69	0.1431239	F	0
70	-0.026290927	F	0
71	-0.2360079	F	0
72	0.22495869	F	0
73	0.26811835	F	0
74	0.13472141	F	0
75	-0.2784695	F	0
76	-0.23188607	F	0
77	0.17155096	F	0
78	-0.039265323	F	0
79	0.1973324	F	0
80	-0.18497916	F	0
81	0.010941979	F	0
82	0.015600197	F	0
83	0.03588353	F	0
84	0.022288708	F	0
85	0.16827482	F	0
86	-0.25461626	F	0
87	0.21158698	F	0
88	0.27053872	F	0
89	-0.19769785	F	0
90	-0.11338405	F	0
91	-0.17117344	F	0
92	-0.054289795	F	0
93	0.14165917	F	0
94	0.1256024	F	0
95	-0.20431659	F	0
96	0.106200874	F	0
97	-0.07358054	F	0
98	-0.24260458	F	0
99	0.19642173	F	0
100	0.26989302	F	0
101	0.0453775	F	0
102	-0.24388392	F	0
103	-0.08811693	F	0
104	0.27757806	F	0
105	0.1747401	F	0
106	1.50E-04	F	0
107	0.17970224	F	0
108	-0.019497512	F	0
109	-0.09894237	F	0
110	-0.20367086	F	0
111	-0.25221938	F	0
112	0.15972024	F	0
113	0.007124236	F	0
114	0.11654008	F	0
115	0.25472727	F	0
116	-0.28635418	F	0
117	-0.085775234	F	0
118	0.29829982	F	0
119	0.070000306	F	0
120	-0.052334674	F	0
121	-0.09249547	F	0
122	0.16765805	F	0
123	0.24425556	F	0
124	0.16587177	F	0
125	-0.27661353	F	0
126	0.018384915	F	0
127	-0.14306737	F	0
128	-0.10004678	F	0
129	0.1488586	F	0
130	-0.17426719	F	0
131	-0.096618764	F	0
132	-0.18602742	F	0
133	0.27210355	F	0
134	0.086147435	F	0
135	-0.062144488	F	0
136	0.19623898	F	0
137	-0.067660674	F	0
138	-0.2438595	F	0
139	-0.21852401	F	0
140	-0.009318196	F	0
141	-0.056109384	F	0
142	0.11412128	F	0
143	-0.08421665	F	0
144	-0.0699011	F	0
145	0.015406402	F	0
146	-0.011679452	F	0
147	0.11278111	F	0
148	-0.28763795	F	0
149	0.14978978	F	0
150	0.08202666	F	0
151	0.001387838	F	0
152	-0.09187684	F	0
153	0.093803264	F	0
154	0.28418896	F	0
155	-0.16200693	F	0
156	0.004775999	F	0
157	-0.29153836	F	0
158	-0.12097015	F	0
159	-0.2646656	F	0
160	0.27638885	F	0
161	-0.24777697	F	0
162	-0.13735694	F	0
163	-0.19081335	F	0
164	-0.1769651	F	0
165	0.10863699	F	0
166	-0.062358897	F	0
167	0.12637779	F	0
168	-0.25459272	F	0
169	-0.051493023	F	0
170	-0.011248818	F	0
171	-0.019580927	F	0
172	0.011817896	F	0
173	0.09377315	F	0
174	-0.057155345	F	0
175	0.28256088	F	0
176	-0.26536125	F	0
177	-0.2537804	F	0
178	-0.11377883	F	0
179	-0.26364082	F	0
180	0.10195617	F	0
181	0.1587587	F	0
182	-0.049945746	F	0
183	0.1628601	F	0
184	0.10766946	F	0
185	-0.03955613	F	0
186	-0.018258477	F	0
187	-0.13871484	F	0
188	-0.11052443	F	0
189	-0.10148989	F	0
190	-0.004511813	F	0
191	0.22662131	F	0
192	-0.28085658	F	0
193	-0.26835957	F	0
194	0.23978873	F	0
195	7.95E-04	F	0
196	-0.10680851	F	0
197	0.09830452	F	0
198	-0.1674425	F	0
199	-0.2918697	F	0
200	0.14454366	F	0
201	-0.2075854	F	0
202	0.09649477	F	0
203	0.018571543	F	0
204	-0.26305032	F	0
205	0.005691793	F	0
206	-0.02213888	F	0
207	0.19366087	F	0
208	-0.28608382	F	0
209	-0.057965357	F	0
210	0.051168352	F	0
211	5.51E-04	F	0
212	0.25260696	F	0
213	0.17383009	F	0
214	3.82E-04	F	0
215	-0.27165493	F	0
216	-0.07936939	F	0
217	-0.006454536	F	0
218	-0.27593625	F	0
219	-0.19116886	F	0
220	0.24984528	F	0
221	-0.18391146	F	0
222	-0.26252407	F	0
223	0.03020872	F	0
224	0.2262713	F	0
225	-0.19167882	F	0
226	-0.061009094	F	0
227	-0.16233167	F	0
228	0.04891302	F	0
229	-0.03823939	F	0
230	0.2712528	F	0
231	-0.26128367	F	0
232	0.032752346	F	0
233	0.1829004	F	0
234	-0.26063934	F	0
235	-0.026092833	F	0
