	value	noise	anomCode
0	-0.10519711	F	0
1	-0.25818852	F	0
2	0.09949163	F	0
3	0.15467532	F	0
4	0.10530982	F	0
5	-0.24576047	F	0
6	0.18716143	F	0
7	-0.066137165	F	0
8	-0.1641976	F	0
9	0.230833	F	0
10	-0.20643733	F	0
11	-0.058852825	F	0
12	-0.27481595	F	0
13	-0.12464569	F	0
14	0.026172157	F	0
15	0.2442616	F	0
16	0.02422262	F	0
17	0.24512558	F	0
18	-0.020640846	F	0
19	-0.12976003	F	0
20	0.0766177	F	0
21	0.2077397	F	0
22	0.18201853	F	0
23	-0.23950742	F	0
24	-0.09185666	F	0
25	0.21904121	F	0
26	-0.070783526	F	0
27	0.21896234	F	0
28	0.07588663	F	0
29	-0.04362016	F	0
30	0.21500553	F	0
31	-0.12327983	F	0
32	0.027063256	F	0
33	0.17453739	F	0
34	-0.10959807	F	0
35	-0.28586942	F	0
36	0.08310213	F	0
37	-0.09612211	F	0
38	0.046104167	F	0
39	0.21824299	F	0
40	-0.20034769	F	0
41	0.28116912	F	0
42	0.06386744	F	0
43	-0.2916633	F	0
44	0.25687605	F	0
45	-0.006828714	F	0
46	0.09353494	F	0
47	0.2365721	F	0
48	-0.19314684	F	0
49	0.12148869	F	0
50	0.094562314	F	0
51	0.063472606	F	0
52	-0.05386789	F	0
53	-0.29567322	F	0
54	-0.16854167	F	0
55	-0.08051295	F	0
56	-0.10857454	F	0
57	-0.22330306	F	0
58	-0.26810014	F	0
59	0.09415396	F	0
60	-0.28484342	F	0
61	0.21525887	F	0
62	-0.29563406	F	0
63	-0.15658621	F	0
64	0.1450269	F	0
65	-0.00261048	F	0
66	0.2689714	F	0
67	0.07338809	F	0
68	-0.05201699	F	0
69	0.28621513	F	0
70	0.08076602	F	0
71	-0.2545319	F	0
72	0.003924467	F	0
73	0.07424243	F	0
74	-0.08089807	F	0
75	0.15282889	F	0
76	-0.2717964	F	0
77	0.15787251	F	0
78	0.07975726	F	0
79	-0.25749177	F	0
80	-0.1755701	F	0
81	-0.026519954	F	0
82	-0.16165963	F	0
83	0.29996318	F	0
84	-0.15969786	F	0
85	-0.2971117	F	0
86	-0.14591552	F	0
87	0.074540704	F	0
88	-0.14084698	F	0
89	0.25196972	F	0
90	-0.14752093	F	0
91	0.20457181	F	0
92	0.08860116	F	0
93	0.02074921	F	0
94	-0.13673006	F	0
95	0.19982277	F	0
96	0.10516672	F	0
97	0.016786577	F	0
98	0.29719558	F	0
99	0.05680946	F	0
100	-0.120081946	F	0
101	-0.18423733	F	0
102	-0.17958575	F	0
103	0.019005451	F	0
104	-0.15482284	F	0
105	-0.05590787	F	0
106	0.12991089	F	0
107	0.24924679	F	0
108	-0.2339769	F	0
109	0.24803407	F	0
110	0.14626026	F	0
111	0.15566082	F	0
112	0.05279331	F	0
113	0.12217094	F	0
114	0.22195753	F	0
115	0.005218895	F	0
116	-0.008006333	F	0
117	0.2972734	F	0
118	-0.08588595	F	0
119	0.17053737	F	0
120	-0.017010806	F	0
121	0.033468414	F	0
122	-0.110348165	F	0
123	-0.11417655	F	0
124	0.04655809	F	0
125	0.22927533	F	0
126	-0.18078355	F	0
127	-0.2631129	F	0
128	-0.18114716	F	0
129	-0.25952604	F	0
130	0.07286333	F	0
131	0.077912666	F	0
132	-0.23947693	F	0
133	-0.29508364	F	0
134	0.25615922	F	0
135	0.15420814	F	0
136	-0.20428443	F	0
137	0.29029313	F	0
138	-0.28032422	F	0
139	-0.28457737	F	0
140	0.24937828	F	0
141	0.02151285	F	0
142	-0.26206094	F	0
143	0.12774676	F	0
144	0.17375538	F	0
145	-0.2972476	F	0
146	0.28573313	F	0
147	0.2363837	F	0
148	0.14617206	F	0
149	-0.27361646	F	0
150	0.240244	F	0
151	0.29110217	F	0
152	-0.019831713	F	0
153	0.25688046	F	0
154	-0.19313578	F	0
155	-0.2720441	F	0
156	0.12075174	F	0
157	-0.007539442	F	0
158	-0.19543488	F	0
159	-0.1007217	F	0
160	-0.20799878	F	0
161	-0.2593902	F	0
162	0.1535802	F	0
163	0.16183296	F	0
164	0.03146255	F	0
165	0.29579234	F	0
166	0.28372777	F	0
167	-0.13047391	F	0
168	0.18074024	F	0
169	0.07854201	F	0
170	0.22603819	F	0
171	-0.22764137	F	0
172	0.2053987	F	0
173	-0.11521747	F	0
174	0.06343614	F	0
175	0.09732	F	0
176	0.18974805	F	0
177	-0.29737893	F	0
178	0.19806486	F	0
179	-0.020300636	F	0
180	-0.10669945	F	0
181	0.28100848	F	0
182	-0.056575406	F	0
183	0.12481248	F	0
184	-0.23435582	F	0
185	-0.21944195	F	0
186	0.06883411	F	0
187	0.010416804	F	0
188	-0.104808554	F	0
189	0.001462931	F	0
190	0.111809716	F	0
191	-0.2108896	F	0
192	0.014721911	F	0
193	-0.03314919	F	0
194	-0.06920801	F	0
195	-0.08221623	F	0
196	-0.29715192	F	0
197	-0.15793708	F	0
198	-0.10376313	F	0
199	0.22771688	F	0
200	0.10549551	F	0
201	0.29124296	F	0
202	-0.087576814	F	0
203	-0.14581211	F	0
204	0.055198114	F	0
205	0.012269555	F	0
206	0.12541491	F	0
207	-0.23151764	F	0
208	-0.011528307	F	0
209	0.14946528	F	0
210	-0.29554757	F	0
211	-0.20203371	F	0
212	-0.24726129	F	0
213	-0.039337803	F	0
214	0.2846327	F	0
215	-0.21859114	F	0
216	0.25423878	F	0
217	-0.08889611	F	0
218	0.12807466	F	0
219	-0.112984926	F	0
220	-0.27293	F	0
221	-0.11868876	F	0
222	0.19885153	F	0
223	-0.28034914	F	0
224	0.20096764	F	0
225	0.009438301	F	0
226	-0.24619195	F	0
227	-0.13848229	F	0
228	-0.08836315	F	0
229	0.040792722	F	0
230	-0.0730332	F	0
231	-0.27294326	F	0
232	0.13241795	F	0
233	-0.27190632	F	0
234	0.12956285	F	0
235	-0.1318645	F	0
236	-0.19022705	F	0
237	0.21568899	F	0
238	0.10083296	F	0
239	-0.06040539	F	0
240	0.25754347	F	0
241	-0.1506492	F	0
242	-0.27347925	F	0
243	0.22800449	F	0
244	0.006140899	F	0
245	-0.1195812	F	0
246	0.2926454	F	0
247	0.158006	F	0
248	0.11279041	F	0
249	0.27895722	F	0
250	0.061417766	F	0
251	-0.27911788	F	0
252	0.21766208	F	0
253	-0.06475915	F	0
254	-0.2557271	F	0
255	0.11903142	F	0
256	0.17818221	F	0
257	0.112284064	F	0
258	0.20382485	F	0
259	-0.1122125	F	0
260	-0.16997002	F	0
261	-0.28572562	F	0
262	0.14213473	F	0
263	0.14255151	F	0
264	-0.2917152	F	0
265	-0.04332852	F	0
266	-0.17298032	F	0
267	0.20447932	F	0
268	-0.18409929	F	0
269	-0.036619462	F	0
270	0.0712157	F	0
271	0.28198728	F	0
272	-0.050854113	F	0
273	-0.1251931	F	0
274	-0.088956386	F	0
275	-0.2718854	F	0
276	0.28085464	F	0
277	-0.17225151	F	0
278	-0.26818666	F	0
279	-0.14469643	F	0
280	-0.13769767	F	0
281	0.26397973	F	0
282	-0.043462645	F	0
283	-0.030567504	F	0
284	0.03322266	F	0
285	0.039029766	F	0
286	-0.14738941	F	0
287	-0.016040824	F	0
288	-0.17305112	F	0
289	-0.063943654	F	0
290	-0.2820507	F	0
291	0.29280686	F	0
292	-0.07612895	F	0
293	0.041864615	F	0
294	-0.11633188	F	0
295	-0.08285247	F	0
296	0.14136235	F	0
297	0.21301897	F	0
298	-0.18529	F	0
299	0.09651099	F	0
300	-0.14796151	F	0
301	-0.25035557	F	0
302	0.10292961	F	0
303	0.26867172	F	0
304	-0.10532491	F	0
305	0.002912284	F	0
306	-0.07103302	F	0
307	-0.024461312	F	0
308	-0.11668085	F	0
309	-0.030646475	F	0
310	-0.18016586	F	0
311	0.04379732	F	0
312	0.13009109	F	0
313	-0.028958473	F	0
314	0.04847301	F	0
315	0.21932514	F	0
316	-0.12411453	F	0
317	-0.11466556	F	0
318	0.20962922	F	0
319	0.28342742	F	0
320	-0.22936118	F	0
321	-0.12873425	F	0
322	0.16322224	F	0
323	-0.053288504	F	0
324	-0.038955532	F	0
325	-0.25817984	F	0
326	0.06197817	F	0
327	-0.2970574	F	0
328	-0.071445465	F	0
329	0.25223017	F	0
330	-0.025572548	F	0
331	-0.26950315	F	0
332	0.17422128	F	0
333	0.21407737	F	0
334	-0.12254421	F	0
335	0.25305086	F	0
336	-0.030610567	F	0
337	0.103380986	F	0
338	-0.27556756	F	0
339	-0.08607869	F	0
340	0.08246369	F	0
341	-0.2919959	F	0
342	-0.10447406	F	0
343	-0.12001013	F	0
344	0.05193498	F	0
345	0.15560701	F	0
346	-0.19384672	F	0
347	0.17142406	F	0
348	0.004561436	F	0
349	-0.0219742	F	0
350	-0.012405266	F	0
351	-0.28757343	F	0
352	-0.18494034	F	0
353	0.101351224	F	0
354	-0.03935808	F	0
355	0.016019996	F	0
356	0.16987397	F	0
357	0.003133672	F	0
358	-0.10126676	F	0
359	0.25239697	F	0
360	-0.16744879	F	0
361	-0.25096366	F	0
362	0.22136636	F	0
363	0.10563886	F	0
364	-0.28803948	F	0
365	0.21090849	F	0
366	0.2716634	F	0
367	0.2976304	F	0
368	0.007057843	F	0
369	-0.1233517	F	0
370	-0.08619927	F	0
371	0.15077037	F	0
372	-0.05689394	F	0
373	0.28937426	F	0
374	0.23660071	F	0
375	-0.12739828	F	0
376	0.02422254	F	0
377	-0.1006791	F	0
378	0.16891918	F	0
379	0.1757594	F	0
380	-0.29416287	F	0
381	-0.22347485	F	0
382	0.10054782	F	0
383	0.1956552	F	0
384	-0.06189624	F	0
385	-0.18423407	F	0
386	-0.040812638	F	0
387	0.036094822	F	0
388	0.14752105	F	0
389	-0.032630328	F	0
390	-0.18036765	F	0
391	-0.14045589	F	0
392	-0.29102337	F	0
393	0.24839212	F	0
394	-0.18435472	F	0
395	0.044035573	F	0
396	-0.18585749	F	0
397	-0.17166474	F	0
398	0.28808305	F	0
399	-0.24727044	F	0
400	0.26460826	F	0
401	-0.058043215	F	0
402	-0.065324955	F	0
403	-0.29508194	F	0
404	0.10935101	F	0
405	-0.24112204	F	0
406	0.22743781	F	0
407	-0.001217801	F	0
408	-0.19389908	F	0
409	-0.16440594	F	0
410	-0.06695242	F	0
411	0.11648836	F	0
412	-0.08512686	F	0
413	0.19014017	F	0
414	0.20957738	F	0
415	-0.058769096	F	0
416	0.22939675	F	0
417	0.17306326	F	0
418	-0.14015815	F	0
419	0.13360319	F	0
420	-0.2816167	F	0
421	0.16050048	F	0
422	0.2971785	F	0
423	-0.24879813	F	0
424	0.28353795	F	0
425	0.06606116	F	0
426	-0.1761697	F	0
427	-0.04935694	F	0
428	-0.2550732	F	0
429	-0.042140547	F	0
430	0.13518025	F	0
431	-0.014808007	F	0
432	0.23677613	F	0
433	0.07544211	F	0
434	-0.055075437	F	0
435	0.10398185	F	0
436	0.13798869	F	0
437	0.06850494	F	0
438	0.27685732	F	0
439	-0.22967969	F	0
440	-0.22837564	F	0
441	0.12518954	F	0
442	0.08827472	F	0
443	0.24685611	F	0
444	-0.013697377	F	0
445	0.22240068	F	0
446	0.078093894	F	0
447	-0.15559874	F	0
448	-0.22005408	F	0
449	0.2139827	F	0
450	0.18961631	F	0
451	-0.20102198	F	0
452	-0.05750695	F	0
453	0.07474217	F	0
454	0.24345219	F	0
455	0.028183244	F	0
456	0.27917358	F	0
457	0.13920231	F	0
458	-0.2695414	F	0
459	-0.27676418	F	0
460	0.12964472	F	0
461	0.21362308	F	0
462	0.25762883	F	0
463	0.05709688	F	0
464	0.02075274	F	0
465	-0.001780932	F	0
466	-0.12829214	F	0
467	0.031825416	F	0
468	0.18189308	F	0
469	-0.06634342	F	0
470	0.28589347	F	0
471	0.24985582	F	0
472	-0.088097446	F	0
473	-0.21819155	F	0
474	-0.09568048	F	0
475	-0.22584327	F	0
476	0.015129644	F	0
477	-0.23460518	F	0
478	-0.122897044	F	0
479	-0.1587453	F	0
480	-0.078211255	F	0
481	0.12453581	F	0
482	0.22557282	F	0
483	-0.19112109	F	0
484	0.07391555	F	0
485	0.10039049	F	0
486	-0.24711512	F	0
487	-0.043492585	F	0
488	0.2932017	F	0
489	-0.17304453	F	0
490	0.19956179	F	0
491	-0.1876322	F	0
492	-0.049302343	F	0
493	0.001744283	F	0
494	-0.08341552	F	0
495	-0.24553025	F	0
496	0.030833758	F	0
497	-0.2855325	F	0
498	-0.18950363	F	0
499	-0.2739805	F	0
500	-0.17657958	F	0
501	-0.16001803	F	0
502	0.06556828	F	0
503	0.21709004	F	0
504	0.18724921	F	0
505	-0.25232407	F	0
506	-0.2325928	F	0
507	-0.2053058	F	0
508	-0.29237238	F	0
509	0.1441048	F	0
510	0.040478617	F	0
511	0.21243158	F	0
512	-0.18235882	F	0
513	-0.15090784	F	0
514	0.268848	F	0
515	0.09865308	F	0
516	0.06914763	F	0
517	0.007656809	F	0
518	-0.004967656	F	0
519	0.20861061	F	0
520	0.22446863	F	0
521	0.061027486	F	0
522	-0.013810557	F	0
523	0.031333163	F	0
524	0.29345572	F	0
525	-0.26034665	F	0
526	0.119958006	F	0
527	-0.23400655	F	0
528	0.26306763	F	0
529	-4.82E-04	F	0
530	-0.025902232	F	0
531	0.12530296	F	0
532	0.057807673	F	0
533	2.14E-04	F	0
534	-0.09533528	F	0
535	0.28499687	F	0
536	-0.17066957	F	0
537	0.11912702	F	0
538	-0.03320751	F	0
539	-0.22125678	F	0
540	-0.19776213	F	0
541	0.010742895	F	0
542	0.07023688	F	0
543	0.03683502	F	0
544	5.46E-04	F	0
545	0.25346524	F	0
546	-0.13132352	F	0
547	0.18479621	F	0
548	0.24551599	F	0
549	-0.021495922	F	0
550	0.25734818	F	0
551	-0.14544289	F	0
552	-0.14950271	F	0
553	0.046278145	F	0
554	0.19793244	F	0
555	-0.28387254	F	0
556	-0.15784404	F	0
557	-0.17457144	F	0
558	0.102688946	F	0
559	0.2117191	F	0
560	-0.290096	F	0
561	0.03793879	F	0
562	0.19167946	F	0
563	-0.2329564	F	0
564	0.026570935	F	0
565	0.26100418	F	0
566	0.08750032	F	0
567	-0.033966333	F	0
568	-0.20668693	F	0
569	-0.077807255	F	0
570	0.23128329	F	0
571	0.20551029	F	0
572	0.040467855	F	0
573	-0.21091257	F	0
574	-0.10819088	F	0
575	-0.00465816	F	0
576	0.06352235	F	0
577	0.23799841	F	0
578	-0.20358573	F	0
579	-0.2625865	F	0
580	-0.11042428	F	0
581	-0.011517308	F	0
582	-0.062042795	F	0
583	0.103250116	F	0
584	0.15463565	F	0
585	0.111306116	F	0
586	-0.29355353	F	0
587	-0.16459167	F	0
588	0.12580095	F	0
589	-0.24286777	F	0
590	-0.04298109	F	0
591	-0.07822302	F	0
592	0.124842145	F	0
593	0.0116199	F	0
594	0.15779199	F	0
595	0.2346992	F	0
596	-0.09909612	F	0
597	0.1597608	F	0
598	-0.038299438	F	0
599	0.28835225	F	0
600	-0.039986674	F	0
601	0.03818591	F	0
602	0.015763985	F	0
603	-0.051905435	F	0
604	0.2877898	F	0
605	0.26881865	F	0
606	0.15931556	F	0
607	-0.07548646	F	0
608	0.09921178	F	0
609	6.51E-04	F	0
610	-0.030437682	F	0
611	-0.097319506	F	0
612	0.2155087	F	0
613	-0.061433483	F	0
614	0.088428915	F	0
615	-0.20635721	F	0
616	0.003205183	F	0
617	-0.09096516	F	0
618	-0.29102454	F	0
619	-0.14954334	F	0
620	0.11405715	F	0
621	-0.19785346	F	0
622	-0.18723498	F	0
623	0.06508753	F	0
624	-0.2629205	F	0
625	0.23786083	F	0
626	-0.16860752	F	0
627	-0.24472159	F	0
628	-0.2849238	F	0
629	-0.2685173	F	0
630	0.15597232	F	0
631	-0.037990183	F	0
632	0.08804502	F	0
633	0.27928707	F	0
634	0.13771886	F	0
635	-0.19155122	F	0
636	0.00453904	F	0
637	0.1498547	F	0
638	-0.28916138	F	0
639	0.12030722	F	0
640	-0.11047086	F	0
641	0.25008368	F	0
642	-0.0742102	F	0
643	-0.024695847	F	0
644	0.27352205	F	0
645	-0.06301122	F	0
646	-0.29344907	F	0
647	0.03594907	F	0
648	0.17264925	F	0
649	-0.2327015	F	0
650	0.03987497	F	0
651	0.12513731	F	0
652	-0.036846627	F	0
653	-0.18349044	F	0
654	-0.23240662	F	0
655	0.12807225	F	0
656	-0.28384006	F	0
657	-0.14254439	F	0
658	-0.015131902	F	0
659	0.14680164	F	0
660	0.14983208	F	0
661	-0.13440374	F	0
662	0.14787728	F	0
663	0.09517982	F	0
664	-0.2840318	F	0
665	0.21413054	F	0
666	-0.23624437	F	0
667	0.20234023	F	0
668	0.26681247	F	0
669	-0.2633125	F	0
670	-0.22630359	F	0
671	-0.2082135	F	0
672	0.045309786	F	0
673	-0.23125465	F	0
674	0.046957716	F	0
675	0.22098368	F	0
676	0.2082466	F	0
677	0.131078	F	0
678	-0.02089765	F	0
679	0.002854668	F	0
680	-0.27331844	F	0
681	-0.21057205	F	0
682	-0.16786431	F	0
683	0.28586024	F	0
684	0.11177921	F	0
685	0.014251118	F	0
686	-0.032707464	F	0
687	0.043364648	F	0
688	-0.013377612	F	0
689	-0.12722102	F	0
690	-0.09694053	F	0
691	0.11576212	F	0
692	-0.13421145	F	0
693	-0.18720883	F	0
694	0.18160538	F	0
695	0.060362972	F	0
696	0.014437342	F	0
697	0.14339021	F	0
698	0.1461288	F	0
699	0.19431171	F	0
700	-0.06263299	F	0
701	-0.017281154	F	0
702	-0.08028379	F	0
703	-0.1351675	F	0
704	0.29595822	F	0
705	-0.27404183	F	0
706	-0.06685783	F	0
707	0.048871495	F	0
708	-0.13286476	F	0
709	0.08909397	F	0
710	0.27462736	F	0
711	0.07072805	F	0
712	-0.25656536	F	0
713	-0.2951633	F	0
714	0.12890683	F	0
715	0.1315413	F	0
716	-0.0730165	F	0
717	0.08672881	F	0
718	0.23604679	F	0
719	0.068521164	F	0
720	-0.00735088	F	0
721	-0.2641278	F	0
722	0.032284085	F	0
723	0.104586706	F	0
724	0.186834	F	0
725	0.24185623	F	0
726	-0.26425165	F	0
727	0.11059817	F	0
728	-0.2116499	F	0
729	-0.17463441	F	0
730	0.10926317	F	0
731	0.2826424	F	0
732	-0.213482	F	0
733	-0.11540392	F	0
734	0.17050782	F	0
735	-0.06414524	F	0
736	-0.27090338	F	0
737	-0.25899604	F	0
738	-0.07334208	F	0
739	-0.06596583	F	0
740	-0.041138574	F	0
741	0.13206361	F	0
742	0.2862085	F	0
743	-0.28916872	F	0
744	-0.007391735	F	0
745	0.0696067	F	0
746	0.045019604	F	0
747	0.09356326	F	0
748	0.100072704	F	0
749	0.27196386	F	0
750	-0.14329018	F	0
751	0.21473214	F	0
752	0.21271424	F	0
753	0.086529166	F	0
754	-0.02064019	F	0
755	0.089096926	F	0
756	-0.26647344	F	0
757	-0.15348446	F	0
758	-0.25892705	F	0
759	-0.054326583	F	0
760	0.028995503	F	0
761	-0.2484323	F	0
762	0.086277194	F	0
763	-0.06569111	F	0
764	0.16303766	F	0
765	0.02654828	F	0
766	0.25273708	F	0
767	0.17550212	F	0
768	0.18021321	F	0
769	0.09621004	F	0
770	-0.21391822	F	0
771	-0.110086635	F	0
772	-0.23828238	F	0
773	-0.18438298	F	0
774	-0.07575979	F	0
775	-0.269469	F	0
776	-0.037382178	F	0
777	0.017074501	F	0
778	0.2785106	F	0
779	0.045736693	F	0
780	-0.2074906	F	0
781	0.1739771	F	0
782	-0.09892203	F	0
783	-0.1744673	F	0
784	0.22423217	F	0
785	0.24038213	F	0
786	0.26062825	F	0
787	-0.07403017	F	0
788	0.006492614	F	0
789	-0.09773586	F	0
790	0.14829457	F	0
791	-0.17166321	F	0
792	0.21620242	F	0
793	0.17230503	F	0
794	-0.29449353	F	0
795	0.06994597	F	0
796	0.015053521	F	0
797	0.27472204	F	0
798	0.20339923	F	0
799	-0.21762624	F	0
800	0.17231064	F	0
801	-0.0999648	F	0
802	-0.089723945	F	0
803	-0.10921321	F	0
804	-0.21798632	F	0
805	0.1618233	F	0
806	-0.04079785	F	0
807	-0.13549054	F	0
808	0.037742857	F	0
809	-0.041582976	F	0
